Scheme Code,Scheme Name,NAV,Date,Category
136417,UTI Dual Advantage Fixed Term Fund Series III-I (1998 Days) - Regular Plan - IDCW,10.0001,2026-03-09,Other
140169,UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Direct Plan - Dividend Option,10.0,2026-03-09,Other
140170,UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Direct Plan - Growth Option,12.4481,2026-03-09,Other
140171,UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Regular Plan - Dividend Option,10.0001,2026-03-09,Other
140168,UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Regular Plan - Growth Option,11.9002,2026-03-09,Other
140506,UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Direct  Plan - Dividend Option,10.0,2026-03-09,Other
140507,UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Direct Plan - Growth Option,12.2771,2026-03-09,Other
140508,UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Regular Plan - Dividend Option,10.0,2026-03-09,Other
140505,UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Regular Plan - Growth Option,11.7301,2026-03-09,Other
140542,UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Direct Plan - Dividend Option,10.0,2026-03-09,Other
140543,UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Direct Plan - Growth Option,12.3528,2026-03-09,Other
140544,UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Regular Plan - Dividend Option,10.0,2026-03-09,Other
140541,UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Regular Plan - Growth Option,11.8205,2026-03-09,Other
140655,UTI - Dual Advantage Fixed Term Series IV-IV (1997 Days) - Direct Plan - Growth Option,16.0915,2026-03-09,Other
140656,UTI - Dual Advantage Fixed Term Series IV-IV (1997 Days) - Regular Plan - Growth Option,15.2636,2026-03-09,Other
140654,UTI Dual Advantage Fixed Term Fund Series IV-IV (1997 Days) - Direct Plan - IDCW,10.0,2026-03-09,Other
140657,UTI Dual Advantage Fixed Term Fund Series IV-IV (1997 Days) - Regular Plan - IDCW,10.0001,2026-03-09,Other
141781,UTI Dual Advantage Fixed Term Fund  Series V-I ( 1103 days) - Direct  Plan - Growth Option,11.784,2026-03-09,Other
141780,UTI Dual Advantage Fixed Term Fund  Series V-I ( 1103 days) - Direct Plan - Dividend Option,10.0,2026-03-09,Other
141782,UTI Dual Advantage Fixed Term Fund  Series V-I ( 1103 days) - Regular Plan - Dividend Option,10.0,2026-03-09,Other
141779,UTI Dual Advantage Fixed Term Fund  Series V-I ( 1103 days) - Regular Plan - Growth Option,11.4036,2026-03-09,Other
124596,UTI F I I F-Annual Interval Plan Series - II - Direct Plan - Growth Option,28.8723,2026-03-09,Other
106338,UTI F I I F-Annual Interval Plan Series - II - Regular Plan - Growth Option,28.5682,2026-03-09,Other
124595,UTI FIIF Annual Interval Plan II - Direct Plan - IDCW,10.0624,2026-03-09,Other
106337,UTI FIIF Annual Interval Plan II - Regular Plan - IDCW,10.075,2026-03-09,Other
126030,UTI FIIF Annual Interval Plan IV - Direct Plan - IDCW,10.1008,2026-03-09,Other
107070,UTI FIIF Annual Interval Plan IV - Regular Plan - IDCW,10.0749,2026-03-09,Other
126031,UTI Fixed Interval Income Fund (Annual Interval Plan) Series IV - Direct Plan - Growth Option,27.6707,2026-03-09,Other
107071,UTI Fixed Interval Income Fund (Annual Interval Plan) Series IV - Regular Plan - Growth Option,27.3947,2026-03-09,Other
122641,UTI FIIF Half Yearly Plan I - Direct Plan - IDCW,10.0606,2026-03-09,Other
107089,UTI FIIF Half Yearly Plan I - Regular Plan - IDCW,10.0564,2026-03-09,Other
122642,UTI Fixed  Income Interval Fund ( Half Yearly Plan - I) - Direct Plan - Growth Option,26.6295,2026-03-09,Other
107088,UTI Fixed  Income Interval Fund ( Half Yearly Plan - I) - Regular Plan - Growth Option,26.1257,2026-03-09,Other
125952,UTI FIIF Half Yearly Plan II - Direct Plan - IDCW,10.2065,2026-03-09,Other
107226,UTI FIIF Half Yearly Plan II - Regular Plan - IDCW,10.0636,2026-03-09,Other
125953,UTI Fixed Income Interval Fund ( Half Yearly Plan-II)- Direct Plan - Growth Option,26.0845,2026-03-09,Other
107228,UTI Fixed Income Interval Fund ( Half Yearly Plan-II)- Regular Plan - Growth Option,26.0118,2026-03-09,Other
120970,UTI - Fixed Income Interval Fund - Monthly Interval Plan  - Direct Plan - Growth Option,27.3497,2026-03-09,Other
106145,UTI - Fixed Income Interval Fund - Monthly Interval Plan  - Regular Plan - Growth Option,26.846,2026-03-09,Other
106549,UTI - Fixed Income Interval Fund - Monthly Interval Plan - Institutional Dividend Option,10.0325,2026-03-09,Other
120975,UTI FIIF Monthly Interval Plan I - Direct Plan - Monthly IDCW,10.0063,2026-03-09,Other
106146,UTI FIIF Monthly Interval Plan I - Regular Plan - Monthly IDCW,10.0085,2026-03-09,Other
120902,UTI FIIF Monthly Interval Plan II - Direct Plan - Monthly IDCW,10.0286,2026-03-09,Other
107195,UTI FIIF Monthly Interval Plan II - Regular Plan - Monthly IDCW,10.0163,2026-03-09,Other
120903,UTI Fixed Income Interval Fund - Monthly Interval Plan II-Direct Plan - Growth Option,26.2655,2026-03-09,Other
107193,UTI Fixed Income Interval Fund - Monthly Interval Plan II-Regular Plan - Growth Option,25.7798,2026-03-09,Other
121412,UTI FIIF Quarterly Interval Plan III - Direct Plan - IDCW,10.0803,2026-03-09,Other
106365,UTI FIIF Quarterly Interval Plan III - Regular Plan - IDCW,10.0759,2026-03-09,Other
121413,UTI Fixed  Income Interval Fund ( Quarterly Interval Plan - III) - Direct Plan - Growth Option,28.4214,2026-03-09,Other
106366,UTI Fixed  Income Interval Fund ( Quarterly Interval Plan - III) -Regular Plan - Growth Option,27.902,2026-03-09,Other
106367,UTI Fixed  Income Interval Fund ( Quarterly Interval Plan -III) - Inst Dividend Plan,10.065,2026-03-09,Other
121034,UTI F I I F Series II -Quarterly Interval Plan - IV -Direct Plan - Growth Option,25.5663,2026-03-09,Other
109466,UTI F I I F Series II -Quarterly Interval Plan - IV -Instn. Growth  Option,20.9434,2026-03-09,Other
109465,UTI F I I F Series II -Quarterly Interval Plan - IV -Regular Plan - Growth Option,25.0959,2026-03-09,Other
121033,UTI FIIF Sr-2 Quarterly Interval Plan IV - Direct Plan - IDCW,10.0714,2026-03-09,Other
109464,UTI FIIF Sr-2 Quarterly Interval Plan IV - Regular Plan - IDCW,10.0671,2026-03-09,Other
120877,UTI F I I F Series II -Quarterly Interval Plan - VII - Direct Plan - Growth Option,25.166,2026-03-09,Other
110468,UTI F I I F Series II -Quarterly Interval Plan - VII - Regular Plan - Growth Option,24.7004,2026-03-09,Other
120876,UTI FIIF Sr-2 Quarterly Interval Plan VII - Direct Plan - IDCW,10.0613,2026-03-09,Other
110469,UTI FIIF Sr-2 Quarterly Interval Plan VII - Regular Plan - IDCW,10.0569,2026-03-09,Other
143099,UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Direct Plan - Annual IDCW,10.0,2026-03-09,Other
143108,UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Direct Plan - Maturity IDCW,10.0,2026-03-09,Other
143106,UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Direct Plan - Quarterly IDCW,10.0,2026-03-09,Other
143105,UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Regular Plan - Annual IDCW,10.0,2026-03-09,Other
143102,UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Regular Plan - Flexi IDCW,10.0,2026-03-09,Other
143101,UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Regular Plan - Maturity IDCW,10.0,2026-03-09,Other
143107,UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Regular Plan - Quarterly IDCW,10.0,2026-03-09,Other
143100,UTI Fixed Term Income Fund Series XXIX -I (1134 days) - Direct Plan - Growth Option,12.4802,2026-03-09,Other
143104,UTI Fixed Term Income Fund Series XXIX-I (1134 days) - Regular Plan - Growth Opton,12.3558,2026-03-09,Other
143215,UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Direct Plan - Annual IDCW,9.736,2026-03-09,Other
143220,UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Direct Plan - Maturity IDCW,10.0,2026-03-09,Other
143209,UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Direct Plan - Quarterly IDCW,9.7357,2026-03-09,Other
143216,UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Regular Plan - Annual IDCW,9.73,2026-03-09,Other
143218,UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Regular Plan - Flexi IDCW,10.0,2026-03-09,Other
143217,UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Regular Plan - Maturity IDCW,10.0,2026-03-09,Other
143219,UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Regular Plan - Quarterly IDCW,9.7298,2026-03-09,Other
143210,UTI Fixed Term Income Fund Series XXIX-II ( 1118 Days) - Direct Plan - Growth Option,11.419,2026-03-09,Other
143221,UTI Fixed Term Income Fund Series XXIX-II (1118 days) - Regular Plan - Growth Option,11.3054,2026-03-09,Other
143276,UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Direct Plan - Annual IDCW,10.0,2026-03-09,Other
143282,UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Direct Plan - Flexi IDCW,10.0,2026-03-09,Other
143277,UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Direct Plan - Maturity IDCW,10.0,2026-03-09,Other
143275,UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Direct Plan - Quarterly IDCW,10.0,2026-03-09,Other
143283,UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Regular Plan - Annual IDCW,10.0,2026-03-09,Other
143280,UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Regular Plan - Maturity IDCW,10.0,2026-03-09,Other
143279,UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Regular Plan - Quarterly IDCW,10.0,2026-03-09,Other
143274,UTI Fixed Term Income Fund Series XXIX-III (1131 days) - Direct Plan - Growth Option,11.3951,2026-03-09,Other
143278,UTI Fixed Term Income Fund Series XXIX-III (1131 days) - Regular Plan - Growth Option,11.2815,2026-03-09,Other
143422,UTI Fixed Term Income fund - Series XXIX - IV (1422 DAYS) - Direct Plan - Flexi IDCW,10.0,2026-03-09,Other
143425,UTI Fixed Term Income fund - Series XXIX - IV (1422 DAYS) - Regular Plan - Annual IDCW,10.0,2026-03-09,Other
143360,UTI Fixed Term Income Fund Series XXIX-IV (1422 days) - Direct Plan - Growth Option,13.4977,2026-03-09,Other
143361,UTI Fixed Term Income Fund Series XXIX-IV (1422 days) - Regular Plan - Growth Option,13.3945,2026-03-09,Other
143863,UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Direct Plan - Annual IDCW,10.0001,2026-03-09,Other
143866,UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Direct Plan - Maturity IDCW,10.0,2026-03-09,Other
143867,UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Direct Plan - Quarterly IDCW,10.0,2026-03-09,Other
143865,UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Regular Plan - Annual IDCW,10.0,2026-03-09,Other
143872,UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Regular Plan - Maturity IDCW,10.0001,2026-03-09,Other
143871,UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Regular Plan - Quarterly IDCW,10.0,2026-03-09,Other
143870,UTI Fixed Term Income Fund Series XXIX-IX (1109 days) - Direct Plan - Growth Option,10.9669,2026-03-09,Other
143868,UTI Fixed Term Income Fund Series XXIX-IX (1109 days) - Regular Plan - Growth Option,10.8574,2026-03-09,Other
143428,UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Direct Plan - Annual IDCW,10.0,2026-03-09,Other
143431,UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Direct Plan - Flexi IDCW,10.0,2026-03-09,Other
143430,UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Direct Plan - Maturity IDCW,10.0,2026-03-09,Other
143429,UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Direct Plan - Quarterly IDCW,10.0,2026-03-09,Other
143432,UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Regular Plan - Annual IDCW,10.0,2026-03-09,Other
143434,UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Regular Plan - Flexi IDCW,10.0,2026-03-09,Other
143433,UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Regular Plan - Maturity IDCW,10.0,2026-03-09,Other
143436,UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Regular Plan - Quarterly IDCW,10.0,2026-03-09,Other
143437,UTI Fixed Term Income Fund Series XXIX-V (1113 days) - Direct Plan - Growth Option,11.5331,2026-03-09,Other
143435,UTI Fixed Term Income Fund Series XXIX-V (1113 days) - Regular Plan - Growth Option,11.4175,2026-03-09,Other
143563,UTI Fixed Term Income fund - Series XXIX - VI (1135 DAYS) - Direct Plan - Annual IDCW,10.0,2026-03-09,Other
143568,UTI Fixed Term Income fund - Series XXIX - VI (1135 DAYS) - Regular Plan - Annual IDCW,10.0,2026-03-09,Other
143562,UTI Fixed Term Income Fund Series XXIX-VI (1135 days) - Direct Plan - Growth Option,12.749,2026-03-09,Other
143567,UTI Fixed Term Income Fund Series XXIX-VI (1135 days) - Regular Plan - Growth Option,12.711,2026-03-09,Other
143737,UTI Fixed Term Income fund - Series XXIX - VII (1135 DAYS) - Direct Plan - Quarterly IDCW,10.0,2026-03-09,Other
143740,UTI Fixed Term Income fund - Series XXIX - VII (1135 DAYS) - Regular Plan - Annual IDCW,10.0,2026-03-09,Other
143745,UTI Fixed Term Income fund - Series XXIX - VII (1135 DAYS) - Regular Plan - Quarterly IDCW,10.0,2026-03-09,Other
143741,UTI Fixed Term Income Fund Series XXIX-VII (1135 days) - Direct Plan - Growth Option,12.5388,2026-03-09,Other
143744,UTI Fixed Term Income Fund Series XXIX-VII (1135 days) - Regular Plan - Growth Option,12.4432,2026-03-09,Other
143800,UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Direct Plan - Annual IDCW,10.0,2026-03-09,Other
143808,UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Direct Plan - Flexi IDCW,10.0,2026-03-09,Other
143802,UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Direct Plan - Maturity IDCW,10.0,2026-03-09,Other
143801,UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Direct Plan - Quarterly IDCW,10.0,2026-03-09,Other
143804,UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Regular Plan - Annual IDCW,10.0,2026-03-09,Other
143806,UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Regular Plan - Flexi IDCW,10.0,2026-03-09,Other
143805,UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Regular Plan - Quarterly IDCW,10.0,2026-03-09,Other
143799,UTI Fixed Term Income Fund Series XXIX-VIII (1127 days) - Direct Plan - Growth Option,12.765,2026-03-09,Other
143803,UTI Fixed Term Income Fund Series XXIX-VIII (1127 days) - Regular Plan - Growth Option,12.6695,2026-03-09,Other
144003,UTI Fixed Term Income fund - Series XXIX - XI (1112 DAYS) - Direct Plan - Flexi IDCW,10.0,2026-03-09,Other
143999,UTI Fixed Term Income fund - Series XXIX - XI (1112 DAYS) - Direct Plan - Maturity IDCW,10.0,2026-03-09,Other
143997,UTI Fixed Term Income Fund Series XXIX-XI (1112 days) - Direct Plan - Growth Option,11.2868,2026-03-09,Other
144006,UTI Fixed Term Income Fund Series XXIX-XI (1112 days) - Regular Plan - Growth Option,11.2025,2026-03-09,Other
144103,UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Direct Plan - Annual IDCW,10.0,2026-03-09,Other
144097,UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Direct Plan - Maturity IDCW,10.0,2026-03-09,Other
144095,UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Direct Plan - Quarterly IDCW,10.0,2026-03-09,Other
144102,UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Annual IDCW,10.0,2026-03-09,Other
144100,UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Flexi IDCW,10.0,2026-03-09,Other
144099,UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Maturity IDCW,10.0,2026-03-09,Other
144104,UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Quarterly IDCW,10.0,2026-03-09,Other
144096,UTI Fixed Term Income Fund Series XXIX-XIII (1122 days) - Direct Plan - Growth Option,12.2971,2026-03-09,Other
144098,UTI Fixed Term Income Fund Series XXIX-XIII (1122 days) - Regular Plan - Growth Option,12.1747,2026-03-09,Other
144202,UTI Fixed Term Income fund - Series XXIX - XIV (1131 DAYS) - Direct Plan - Quarterly IDCW,10.0,2026-03-09,Other
144209,UTI Fixed Term Income fund - Series XXIX - XIV (1131 DAYS) - Regular Plan - Maturity IDCW,10.0,2026-03-09,Other
144201,UTI Fixed Term Income Fund Series XXIX-XIV (1131 days) - Direct Plan - Growth Option,12.704,2026-03-09,Other
144206,UTI Fixed Term Income Fund Series XXIX-XIV (1131 days) - Regular Plan - Growth Option,12.609,2026-03-09,Other
144227,UTI Fixed Term Income Fund Series XXIX-XV (1124 days) - Direct Plan - Growth Option,12.6618,2026-03-09,Other
144231,UTI Fixed Term Income Fund Series XXIX-XV (1124 days) - Regular Plan - Growth Option,12.5669,2026-03-09,Other
144573,UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Direct Plan - Maturity IDCW,10.0,2026-03-09,Other
144572,UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Direct Plan - Quarterly IDCW,10.0,2026-03-09,Other
144575,UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Regular Plan - Annual IDCW,10.0,2026-03-09,Other
144577,UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Regular Plan - Flexi IDCW,10.0,2026-03-09,Other
144576,UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Regular Plan - Maturity IDCW,10.0,2026-03-09,Other
144579,UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Regular Plan - Quarterly IDCW,10.0,2026-03-09,Other
144571,UTI Fixed Term Income Fund Series XXX-I (1104 days) - Direct Plan - Growth Option,12.2092,2026-03-09,Other
144574,UTI Fixed Term Income Fund Series XXX-I (1104 days) - Regular Plan - Growth Option,12.0875,2026-03-09,Other
144659,UTI Fixed Term Income fund - Series XXX - II (1107 DAYS) - Direct Plan - Annual IDCW,10.0,2026-03-09,Other
144661,UTI Fixed Term Income fund - Series XXX - II (1107 DAYS) - Regular Plan - Quarterly IDCW,10.0,2026-03-09,Other
144666,UTI Fixed Term Income Fund Series XXX-II (1107 days) - Direct Plan - Growth Option,12.6748,2026-03-09,Other
144663,UTI Fixed Term Income Fund Series XXX-II (1107 days) - Regular Plan - Growth Option,12.5801,2026-03-09,Other
144731,UTI Fixed Term Income Fund Series XXX-III (1106 Days) - Direct Plan - Annual IDCW,10.0,2026-03-09,Other
144732,UTI Fixed Term Income Fund Series XXX-III (1106 Days) - Direct Plan - Flexi IDCW,10.0,2026-03-09,Other
144736,UTI Fixed Term Income Fund Series XXX-III (1106 days) - Direct Plan - Growth Option,11.8575,2026-03-09,Other
144739,UTI Fixed Term Income Fund Series XXX-III (1106 Days) - Direct Plan - Maturity IDCW,10.0,2026-03-09,Other
144738,UTI Fixed Term Income Fund Series XXX-III (1106 Days) - Direct Plan - Quarterly IDCW,10.0,2026-03-09,Other
144734,UTI Fixed Term Income Fund Series XXX-III (1106 Days) - Regular Plan - Annual IDCW,10.0,2026-03-09,Other
144740,UTI Fixed Term Income Fund Series XXX-III (1106 Days) - Regular Plan - Flexi IDCW,10.0,2026-03-09,Other
144733,UTI Fixed Term Income Fund Series XXX-III (1106 days) - Regular Plan - Growth Option,11.7394,2026-03-09,Other
144737,UTI Fixed Term Income Fund Series XXX-III (1106 Days) - Regular Plan - Maturity IDCW,10.0,2026-03-09,Other
144735,UTI Fixed Term Income Fund Series XXX-III (1106 Days) - Regular Plan - Quarterly IDCW,10.0,2026-03-09,Other
144954,UTI - Fixed Term Income Fund Series XXX-IV (1125 Days) - Direct Plan - Growth Option,12.8672,2026-03-09,Other
144956,UTI - Fixed Term Income Fund Series XXX-IV (1125 Days) - Regular Plan - Growth Option,12.7392,2026-03-09,Other
144955,UTI Fixed Term Income Fund Series XXX-IV (1125 Days) - Direct Plan - Annual IDCW,10.0,2026-03-09,Other
144950,UTI Fixed Term Income Fund Series XXX-IV (1125 Days) - Direct Plan - Flexi IDCW,10.0,2026-03-09,Other
144949,UTI Fixed Term Income Fund Series XXX-IV (1125 Days) - Direct Plan - Maturity IDCW,10.0,2026-03-09,Other
144948,UTI Fixed Term Income Fund Series XXX-IV (1125 Days) - Direct Plan - Quarterly IDCW,10.0,2026-03-09,Other
144951,UTI Fixed Term Income Fund Series XXX-IV (1125 Days) - Regular Plan - Annual IDCW,10.0,2026-03-09,Other
144957,UTI Fixed Term Income Fund Series XXX-IV (1125 Days) - Regular Plan - Flexi IDCW,10.0,2026-03-09,Other
144953,UTI Fixed Term Income Fund Series XXX-IV (1125 Days) - Regular Plan - Maturity IDCW,10.0001,2026-03-09,Other
144952,UTI Fixed Term Income Fund Series XXX-IV (1125 Days) - Regular Plan - Quarterly IDCW,10.0,2026-03-09,Other
145339,UTI - Fixed Term Income Fund Series XXX-IX (1266 Days) - Direct Plan - Growth Option,13.377,2026-03-09,Other
145334,UTI - Fixed Term Income Fund Series XXX-IX (1266 Days) - Regular Plan - Growth Option,13.2154,2026-03-09,Other
145341,UTI Fixed Term Income Fund Series XXX-IX (1266 Days) - Direct Plan - Maturity IDCW,10.0,2026-03-09,Other
145340,UTI Fixed Term Income Fund Series XXX-IX (1266 Days) - Direct Plan - Quarterly IDCW,10.0,2026-03-09,Other
145337,UTI Fixed Term Income Fund Series XXX-IX (1266 Days) - Regular Plan - Annual IDCW,10.0,2026-03-09,Other
145336,UTI Fixed Term Income Fund Series XXX-IX (1266 Days) - Regular Plan - Flexi IDCW,10.0,2026-03-09,Other
145335,UTI Fixed Term Income Fund Series XXX-IX (1266 Days) - Regular Plan - Maturity IDCW,10.0,2026-03-09,Other
145338,UTI Fixed Term Income Fund Series XXX-IX (1266 Days) - Regular Plan - Quarterly IDCW,10.0,2026-03-09,Other
145009,UTI - Fixed Term Income Fund Series XXX-V (1135 Days) - Direct Plan - Growth Option,12.7941,2026-03-09,Other
145016,UTI - Fixed Term Income Fund Series XXX-V (1135 Days) - Regular Plan - Growth Option,12.6986,2026-03-09,Other
145010,UTI Fixed Term Income Fund Series XXX-V (1135 Days) - Direct Plan - Maturity IDCW,10.0,2026-03-09,Other
145014,UTI Fixed Term Income Fund Series XXX-V (1135 Days) - Regular Plan - Quarterly IDCW,10.0,2026-03-09,Other
145145,UTI - Fixed Term Income Fund Series XXX-VI (1107 Days) - Direct Plan - Growth Option,12.313,2026-03-09,Other
145153,UTI - Fixed Term Income Fund Series XXX-VI (1107 Days) - Regular Plan - Growth Option,12.1829,2026-03-09,Other
145146,UTI Fixed Term Income Fund Series XXX-VI (1107 Days) - Direct Plan - Annual IDCW,10.0,2026-03-09,Other
145154,UTI Fixed Term Income Fund Series XXX-VI (1107 Days) - Direct Plan - Maturity IDCW,10.0,2026-03-09,Other
145152,UTI Fixed Term Income Fund Series XXX-VI (1107 Days) - Direct Plan - Quarterly IDCW,10.0,2026-03-09,Other
145148,UTI Fixed Term Income Fund Series XXX-VI (1107 Days) - Regular Plan - Annual IDCW,10.0,2026-03-09,Other
145150,UTI Fixed Term Income Fund Series XXX-VI (1107 Days) - Regular Plan - Maturity IDCW,10.0,2026-03-09,Other
145149,UTI Fixed Term Income Fund Series XXX-VI (1107 Days) - Regular Plan - Quarterly IDCW,10.0,2026-03-09,Other
145329,UTI - Fixed Term Income Fund Series XXX-VIII (1286 Days) - Direct Plan - Growth Option,13.3189,2026-03-09,Other
145325,UTI - Fixed Term Income Fund Series XXX-VIII (1286 Days) - Regular Plan - Growth Option,13.202,2026-03-09,Other
145415,UTI - Fixed Term Income Fund Series XXX-X (1267 Days) - Direct Plan - Growth Option,13.2146,2026-03-09,Other
145419,UTI - Fixed Term Income Fund Series XXX-X (1267 Days) - Regular Plan - Growth Option,13.1003,2026-03-09,Other
145422,UTI Fixed Term Income Fund Series XXX-X (1267 Days) - Direct Plan - Quarterly IDCW,10.0,2026-03-09,Other
145423,UTI Fixed Term Income Fund Series XXX-X (1267 Days) - Regular Plan - Annual IDCW,10.0,2026-03-09,Other
145424,UTI Fixed Term Income Fund Series XXX-X (1267 Days) - Regular Plan - Quarterly IDCW,10.0,2026-03-09,Other
145505,UTI - Fixed Term Income Fund Series XXX-XI (1246 Days) - Direct Plan - Growth Option,13.2615,2026-03-09,Other
145512,UTI - Fixed Term Income Fund Series XXX-XI (1246 Days) - Regular Plan - Growth Option,13.1039,2026-03-09,Other
145506,UTI Fixed Term Income Fund Series XXX-XI (1246 Days) - Direct Plan - Annual IDCW,10.0,2026-03-09,Other
145511,UTI Fixed Term Income Fund Series XXX-XI (1246 Days) - Direct Plan - Flexi IDCW,10.0,2026-03-09,Other
145507,UTI Fixed Term Income Fund Series XXX-XI (1246 Days) - Direct Plan - Maturity IDCW,10.0,2026-03-09,Other
145513,UTI Fixed Term Income Fund Series XXX-XI (1246 Days) - Direct Plan - Quarterly IDCW,10.0,2026-03-09,Other
145508,UTI Fixed Term Income Fund Series XXX-XI (1246 Days) - Regular Plan - Annual IDCW,10.0,2026-03-09,Other
145514,UTI Fixed Term Income Fund Series XXX-XI (1246 Days) - Regular Plan - Flexi IDCW,10.0,2026-03-09,Other
145510,UTI Fixed Term Income Fund Series XXX-XI (1246 Days) - Regular Plan - Quarterly IDCW,10.0,2026-03-09,Other
145553,UTI - Fixed Term Income Fund Series XXX-XII (1254 Days) - Direct Plan - Growth Option,13.1559,2026-03-09,Other
145555,UTI - Fixed Term Income Fund Series XXX-XII (1254 Days) - Regular Plan - Growth Option,13.0209,2026-03-09,Other
145556,UTI Fixed Term Income Fund Series XXX-XII (1254 Days) - Regular Plan - Annual IDCW,10.0,2026-03-09,Other
145558,UTI Fixed Term Income Fund Series XXX-XII (1254 Days) - Regular Plan - Flexi IDCW,10.0,2026-03-09,Other
145557,UTI Fixed Term Income Fund Series XXX-XII (1254 Days) - Regular Plan - Maturity IDCW,10.0,2026-03-09,Other
145561,UTI Fixed Term Income Fund Series XXX-XII (1254 Days) - Regular Plan - Quarterly IDCW,10.0,2026-03-09,Other
145654,UTI - Fixed Term Income Fund Series XXX-XIII (1224 Days) - Direct Plan - Growth Option,13.1517,2026-03-09,Other
145650,UTI - Fixed Term Income Fund Series XXX-XIII (1224 Days) - Regular Plan - Growth Option,12.9982,2026-03-09,Other
145655,UTI Fixed Term Income Fund Series XXX-XIII (1224 Days) - Direct Plan - Annual IDCW,10.0,2026-03-09,Other
145653,UTI Fixed Term Income Fund Series XXX-XIII (1224 Days) - Direct Plan - Maturity IDCW,10.0,2026-03-09,Other
145651,UTI Fixed Term Income Fund Series XXX-XIII (1224 Days) - Regular Plan - Annual IDCW,10.0,2026-03-09,Other
